@RELATION svmTutorialGenre0
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {BG-Noise,High-Volume,Low-Volume,Normal-Volume}

@DATA
0.201972,0.021181,2.750029,0.287742,0.203752,1.499245,0.009410,0.303972,-30.208154,0.668813,0.112548,-0.408752,-0.119114,-0.164017,-0.218558,-0.089393,-0.021821,-0.090304,-0.014855,-0.141357,-0.024136,0.008638,0.006156,0.028461,0.011470,0.010138,0.011148,0.039739,0.003651,0.006460,0.007701,0.010081,0.006412,0.020845,0.110351,0.032817,0.543638,0.091203,0.038558,0.563653,0.007055,0.173000,4.963495,1.006014,0.767429,0.729101,0.437472,0.456453,0.395780,0.359127,0.356659,0.399349,0.417902,0.371042,0.319893,0.012516,0.009858,0.033978,0.019673,0.016589,0.014976,0.049284,0.007052,0.009452,0.011578,0.014007,0.010380,0.016647,300.000000,0.089563,High-Volume
0.156120,0.098000,2.791306,0.251196,0.201238,1.247226,0.016799,0.271900,-26.541148,1.047370,0.014176,-0.534080,-0.063886,-0.331810,-0.178145,-0.179312,-0.069878,-0.153181,-0.020383,-0.069529,0.028067,0.009578,0.006674,0.014423,0.013783,0.011674,0.036823,0.011180,0.003232,0.007837,0.007474,0.007877,0.006426,0.020674,0.109536,0.112422,0.588080,0.094670,0.025586,0.671459,0.021253,0.171095,4.962488,1.012953,0.895164,0.672449,0.445651,0.471021,0.433045,0.399298,0.435935,0.448402,0.441252,0.408879,0.338429,0.016941,0.012167,0.021185,0.024001,0.019423,0.039944,0.016045,0.006356,0.013989,0.012254,0.012512,0.012119,0.013115,300.000000,0.083536,High-Volume
0.134473,0.110157,2.815050,0.238423,0.206649,1.138063,0.019973,0.234715,-26.836309,1.100230,-0.007635,-0.431629,-0.118850,-0.288357,-0.215008,-0.119579,0.039894,-0.167629,-0.023582,-0.103611,0.026486,0.012311,0.008133,0.016782,0.014067,0.009779,0.039316,0.013471,0.002549,0.007203,0.007652,0.009125,0.008263,0.022609,0.098108,0.134705,0.545005,0.085444,0.025377,0.688898,0.026807,0.166753,5.657696,1.041988,0.809646,0.690456,0.449646,0.474144,0.422565,0.373789,0.425139,0.439483,0.420171,0.398739,0.335413,0.021037,0.014849,0.024631,0.023359,0.015892,0.045992,0.022023,0.005113,0.012909,0.012361,0.013522,0.014839,0.013522,300.000000,0.090164,High-Volume
0.149034,0.123014,2.762942,0.255116,0.203182,1.257055,0.016876,0.264696,-25.106280,0.923654,-0.189362,-0.463086,-0.141614,-0.361917,-0.267021,-0.143824,-0.022682,-0.180587,0.027518,-0.103050,0.069393,0.010973,0.006558,0.014632,0.014424,0.011468,0.028725,0.012963,0.003031,0.008308,0.009129,0.010896,0.009350,0.019648,0.101367,0.138245,0.604664,0.089372,0.027189,0.663053,0.017289,0.171906,4.800576,1.118518,0.886263,0.666804,0.451278,0.508755,0.436826,0.431300,0.441002,0.464217,0.453282,0.410136,0.341491,0.017853,0.011368,0.021597,0.024078,0.018411,0.041295,0.019908,0.005289,0.013579,0.014512,0.016750,0.016345,0.013462,150.000000,0.097387,High-Volume
0.131675,0.111463,2.892405,0.234859,0.209043,1.104743,0.019619,0.234528,-28.688565,0.921533,0.054860,-0.342807,0.009198,-0.307528,-0.143950,-0.098837,0.008596,-0.074091,-0.004156,-0.043953,0.071775,0.008697,0.005435,0.013069,0.011047,0.009216,0.055283,0.009177,0.002150,0.005333,0.007796,0.008076,0.006518,0.024113,0.100371,0.129232,0.496369,0.090009,0.023581,0.673477,0.032326,0.166389,5.672304,1.034981,0.868316,0.693030,0.407219,0.474660,0.415440,0.426863,0.434169,0.438229,0.406314,0.375071,0.304295,0.016319,0.010422,0.020995,0.018988,0.015340,0.044730,0.013589,0.004305,0.008802,0.012784,0.011970,0.011676,0.012772,240.000000,0.092810,High-Volume
0.143211,0.131594,2.838438,0.253067,0.208872,1.217551,0.020736,0.257786,-26.256984,0.935823,-0.071009,-0.466486,-0.123081,-0.364680,-0.209672,-0.127639,0.002105,-0.192015,0.017229,-0.065560,0.096205,0.009643,0.006998,0.014912,0.013618,0.012114,0.039209,0.012199,0.002926,0.007233,0.007902,0.008923,0.007275,0.021983,0.101291,0.144495,0.571271,0.089743,0.027259,0.696255,0.028350,0.174076,5.554315,1.070168,0.867299,0.669632,0.445107,0.472237,0.441331,0.452950,0.437293,0.474559,0.449972,0.411672,0.339288,0.016956,0.012877,0.023508,0.021918,0.020806,0.046987,0.019810,0.005878,0.012489,0.013066,0.014208,0.012999,0.013722,171.428571,0.080685,High-Volume
0.140452,0.145143,2.805093,0.251066,0.208305,1.243812,0.018273,0.262106,-25.736082,0.925025,-0.069638,-0.511721,-0.113957,-0.376399,-0.232187,-0.145373,0.001117,-0.166375,-0.002943,-0.043443,0.088502,0.009527,0.007130,0.014047,0.012369,0.012562,0.038671,0.011889,0.002708,0.006663,0.007823,0.009703,0.007942,0.021184,0.092056,0.160055,0.594290,0.083501,0.024428,0.674258,0.023287,0.164632,5.099973,1.076764,0.859034,0.661702,0.445955,0.489663,0.446507,0.450325,0.462350,0.468193,0.441741,0.390615,0.318394,0.016017,0.013381,0.022577,0.020065,0.021170,0.044533,0.017315,0.004933,0.011169,0.012153,0.014924,0.014006,0.012855,240.000000,0.085086,High-Volume
0.135609,0.124839,2.858262,0.244558,0.209740,1.166597,0.018157,0.243733,-27.777550,0.858622,0.077295,-0.449095,-0.016401,-0.343239,-0.156582,-0.126481,0.017978,-0.091992,0.004139,0.038546,0.063944,0.007891,0.005722,0.012451,0.010517,0.010900,0.050369,0.011611,0.002333,0.006042,0.007025,0.008066,0.006382,0.023154,0.089211,0.138081,0.540888,0.081480,0.024422,0.637085,0.024264,0.155670,4.845826,1.042636,0.841730,0.630860,0.435234,0.486164,0.412623,0.438945,0.431431,0.430995,0.407244,0.378672,0.304906,0.013649,0.010281,0.020252,0.017969,0.019154,0.039306,0.018648,0.004348,0.009768,0.011371,0.012962,0.011276,0.012663,171.428571,0.098571,High-Volume
0.145884,0.124798,2.830498,0.253360,0.208097,1.203734,0.018486,0.257182,-26.810021,0.905908,-0.042819,-0.474851,-0.107547,-0.382028,-0.181783,-0.164692,0.016616,-0.130199,0.003123,-0.020713,0.083444,0.008557,0.006884,0.012465,0.012191,0.010569,0.041878,0.011161,0.002721,0.007293,0.008912,0.009553,0.007498,0.021920,0.104474,0.137862,0.576647,0.091199,0.025658,0.690485,0.023923,0.178656,5.403824,1.026181,0.844497,0.680795,0.462526,0.486341,0.409896,0.439999,0.460271,0.433218,0.427654,0.407567,0.325350,0.014978,0.013176,0.020583,0.022723,0.017499,0.045815,0.017075,0.005057,0.013727,0.014105,0.014580,0.013631,0.014139,200.000000,0.097715,High-Volume
0.153357,0.137733,2.839891,0.261759,0.210905,1.290851,0.016454,0.271970,-26.527977,0.779476,0.024894,-0.560656,-0.016544,-0.365168,-0.191905,-0.139209,-0.010667,-0.118199,-0.011850,-0.027153,0.088668,0.008373,0.006112,0.012696,0.011553,0.010493,0.041991,0.010821,0.002696,0.005437,0.008054,0.009696,0.007403,0.021426,0.098746,0.152311,0.549032,0.084734,0.023444,0.662970,0.022466,0.167019,5.006416,1.013319,0.850734,0.642656,0.437556,0.443416,0.432487,0.461459,0.454450,0.455193,0.434550,0.392069,0.323981,0.015131,0.011337,0.020867,0.020613,0.017304,0.041805,0.016366,0.004930,0.009109,0.012279,0.014041,0.012303,0.012817,171.428571,0.098837,High-Volume
0.156109,0.143201,2.790865,0.261764,0.205462,1.309779,0.019310,0.278379,-25.192410,0.812519,-0.123778,-0.544554,-0.114451,-0.382642,-0.192770,-0.124777,-0.050886,-0.176719,-0.035480,-0.020397,0.107651,0.008743,0.007412,0.013803,0.014161,0.013860,0.032010,0.012688,0.002788,0.006389,0.007392,0.008748,0.007154,0.019665,0.106549,0.150901,0.597702,0.092020,0.026176,0.675926,0.025006,0.174256,4.898654,1.038248,0.904045,0.674118,0.449864,0.495622,0.441025,0.463171,0.481134,0.460738,0.457088,0.407149,0.323298,0.014491,0.013355,0.021730,0.023273,0.023708,0.041204,0.020440,0.004888,0.010235,0.011325,0.013064,0.012155,0.013223,200.000000,0.092754,High-Volume
0.148426,0.124526,2.799883,0.251034,0.202280,1.281078,0.017649,0.269168,-24.946392,0.978654,-0.084327,-0.627034,-0.146872,-0.381719,-0.253126,-0.166888,-0.016670,-0.169939,-0.048063,-0.109765,0.082492,0.011289,0.008168,0.014680,0.015751,0.014302,0.027989,0.010209,0.002416,0.006956,0.009789,0.009616,0.008517,0.019863,0.098570,0.136289,0.558456,0.085950,0.023558,0.667749,0.020772,0.164359,4.589565,1.049272,0.859763,0.655929,0.450875,0.475330,0.441307,0.450479,0.473507,0.459706,0.471964,0.408672,0.355982,0.019241,0.015988,0.022100,0.024903,0.024938,0.037556,0.014712,0.004346,0.011312,0.015373,0.014577,0.014982,0.012717,120.000000,0.095530,High-Volume
0.091455,0.001832,2.977258,0.207609,0.209462,0.718040,0.008688,0.161819,-31.740037,1.140381,0.258948,0.196160,-0.295933,0.044222,0.135516,-0.218609,0.239184,-0.054371,-0.066320,0.058278,-0.053264,0.009533,0.004531,0.024352,0.007117,0.045175,0.006554,0.072048,0.001364,0.006276,0.010408,0.011757,0.005339,0.034410,0.047508,0.002689,0.324835,0.047142,0.034464,0.384465,0.006471,0.102144,2.407424,0.754149,0.635460,0.627497,0.339217,0.383029,0.313341,0.284650,0.298306,0.295286,0.279741,0.264206,0.252366,0.016111,0.008538,0.027070,0.013062,0.034855,0.013901,0.084302,0.002489,0.011007,0.014295,0.015663,0.010203,0.019219,240.000000,0.115531,Low-Volume
0.095823,0.002025,2.971741,0.220547,0.218300,0.738037,0.007379,0.170383,-31.865076,0.934812,0.252461,0.373524,-0.318966,0.165855,0.153187,-0.233631,0.255484,-0.062133,-0.050785,0.116134,-0.039560,0.007054,0.003452,0.024323,0.006000,0.049653,0.005511,0.097368,0.001542,0.004857,0.006970,0.008448,0.003973,0.039939,0.042967,0.002860,0.314064,0.040761,0.029673,0.337706,0.005370,0.097105,2.088291,0.660526,0.546128,0.526407,0.311239,0.329732,0.310229,0.274209,0.292132,0.271309,0.269353,0.256923,0.236570,0.011600,0.006156,0.027674,0.010909,0.035686,0.009797,0.102413,0.002597,0.008137,0.009949,0.010271,0.007109,0.021866,240.000000,0.109121,Low-Volume
0.088348,0.001538,2.980137,0.226929,0.230678,0.656542,0.008072,0.157341,-32.583337,0.964118,0.237586,0.509546,-0.369859,0.212333,0.193171,-0.242677,0.300010,-0.045236,-0.060143,0.150229,-0.045294,0.004992,0.002317,0.027919,0.004930,0.055798,0.004469,0.113416,0.001127,0.003771,0.006319,0.008351,0.003250,0.044765,0.037654,0.002497,0.287324,0.038366,0.026074,0.277770,0.006196,0.095881,1.939901,0.606861,0.471631,0.488018,0.285154,0.306442,0.294204,0.251461,0.274622,0.267610,0.251132,0.225848,0.203178,0.008345,0.004064,0.031737,0.008495,0.040878,0.008686,0.114445,0.002163,0.006449,0.008557,0.010642,0.005609,0.023839,240.000000,0.104956,Low-Volume
0.086587,0.001573,2.971141,0.212544,0.217609,0.655589,0.009076,0.154881,-32.270304,1.033214,0.158497,0.309231,-0.320023,0.133569,0.123273,-0.220158,0.290859,-0.058405,-0.055262,0.105090,-0.061886,0.008741,0.004495,0.023959,0.005372,0.049520,0.005791,0.088576,0.001443,0.004904,0.007313,0.009997,0.005875,0.038382,0.041148,0.002520,0.318437,0.044735,0.032982,0.306602,0.006672,0.094531,2.386388,0.685444,0.580404,0.546489,0.330079,0.365658,0.323853,0.293024,0.308765,0.286522,0.260095,0.261180,0.234571,0.014467,0.008461,0.028283,0.009548,0.038290,0.011232,0.100892,0.002641,0.009041,0.010105,0.011966,0.009197,0.021768,240.000000,0.118615,Low-Volume
0.112985,0.001463,2.990743,0.231321,0.228152,0.762674,0.007270,0.179270,-32.812643,0.968889,0.299348,0.412259,-0.370719,0.212956,0.162412,-0.228776,0.331850,-0.071878,-0.052397,0.142750,-0.085136,0.006772,0.003560,0.024277,0.004151,0.055730,0.003529,0.086696,0.001182,0.004535,0.006046,0.008801,0.004342,0.037536,0.046415,0.002230,0.291360,0.039830,0.026557,0.324802,0.005275,0.096218,1.911565,0.622487,0.477955,0.518491,0.272161,0.316423,0.286663,0.255076,0.261356,0.246629,0.241286,0.222737,0.222014,0.010775,0.006251,0.027054,0.007144,0.034188,0.006467,0.099393,0.002174,0.007623,0.007310,0.010537,0.007303,0.020952,300.000000,0.125144,Low-Volume
0.091102,0.001570,2.979295,0.229860,0.231426,0.714948,0.007976,0.171856,-32.879955,0.950556,0.310715,0.462870,-0.364504,0.200535,0.204071,-0.269609,0.308712,-0.038192,-0.080319,0.171334,-0.071121,0.005232,0.002507,0.026782,0.004481,0.056050,0.004733,0.106907,0.001280,0.003991,0.005400,0.008193,0.003535,0.042701,0.036624,0.002794,0.303015,0.037056,0.026800,0.286867,0.006243,0.094309,1.948228,0.586223,0.494795,0.528355,0.281179,0.319177,0.281218,0.248906,0.269821,0.244529,0.239528,0.229693,0.213079,0.008111,0.005135,0.029805,0.007892,0.040585,0.008750,0.107984,0.002776,0.007115,0.006709,0.009409,0.006620,0.021954,300.000000,0.101595,Low-Volume
0.086862,0.002608,3.005144,0.223424,0.229403,0.640334,0.008730,0.152777,-31.834180,1.058495,0.228310,0.437046,-0.375729,0.167307,0.212166,-0.255651,0.299002,-0.024623,-0.091274,0.148711,-0.059247,0.006816,0.003329,0.024709,0.005024,0.055865,0.004451,0.104178,0.001215,0.004926,0.005956,0.008991,0.004212,0.043159,0.038830,0.004440,0.286606,0.038226,0.027169,0.293652,0.006568,0.096817,1.972049,0.606352,0.503285,0.522462,0.281314,0.331305,0.300862,0.263143,0.280947,0.258036,0.249300,0.241149,0.216137,0.011267,0.006155,0.028562,0.008900,0.041725,0.008707,0.110811,0.002102,0.009203,0.007811,0.011195,0.007690,0.022815,240.000000,0.107355,Low-Volume
0.071882,0.001633,3.019434,0.219842,0.227962,0.613906,0.009612,0.119339,-32.452346,1.042735,0.212907,0.460992,-0.314980,0.078366,0.277936,-0.265955,0.244785,0.062436,-0.115571,0.127717,-0.011995,0.006653,0.002979,0.024062,0.004031,0.051544,0.004380,0.124826,0.001445,0.004459,0.007450,0.009632,0.003417,0.047940,0.034836,0.002687,0.267554,0.038376,0.029028,0.282712,0.007396,0.086609,2.104941,0.649239,0.539804,0.547577,0.286089,0.345663,0.305392,0.259606,0.271174,0.270905,0.240915,0.233746,0.216422,0.010733,0.006212,0.026548,0.007338,0.047241,0.009321,0.123295,0.002953,0.007102,0.010248,0.012358,0.006490,0.025943,200.000000,0.099057,Low-Volume
0.090350,0.001912,3.040557,0.231842,0.232986,0.684462,0.008209,0.168405,-32.347979,0.919621,0.209860,0.484949,-0.337320,0.124867,0.269400,-0.307541,0.296197,0.040819,-0.116262,0.166853,-0.052569,0.005524,0.002805,0.019721,0.003333,0.061969,0.003390,0.094260,0.001195,0.003904,0.007392,0.008780,0.004523,0.041479,0.040052,0.003355,0.244684,0.036593,0.028419,0.282572,0.006278,0.096570,1.924564,0.577658,0.496766,0.516243,0.282494,0.328671,0.279970,0.228188,0.264846,0.255936,0.224368,0.231919,0.208578,0.009106,0.005681,0.023084,0.005811,0.043682,0.006414,0.109870,0.002083,0.006273,0.009947,0.011282,0.008396,0.022452,300.000000,0.102564,Low-Volume
0.070375,0.001119,3.054142,0.232657,0.238245,0.600849,0.009222,0.119390,-32.666008,0.972810,0.202251,0.588625,-0.364647,0.142923,0.338012,-0.317828,0.278958,0.075588,-0.182394,0.166202,-0.021338,0.005033,0.002678,0.021689,0.004148,0.063176,0.002948,0.115625,0.001084,0.003488,0.006977,0.007761,0.002846,0.047398,0.033495,0.001929,0.226096,0.034319,0.024915,0.248739,0.006965,0.089833,1.720429,0.561859,0.418683,0.484198,0.252303,0.292209,0.257684,0.227443,0.257133,0.250687,0.209705,0.213681,0.216791,0.008273,0.005517,0.023918,0.008064,0.049572,0.005574,0.125787,0.002110,0.005512,0.009111,0.009256,0.004912,0.024971,240.000000,0.108023,Low-Volume
0.074853,0.001930,3.054278,0.230410,0.231556,0.638134,0.009898,0.130237,-31.770559,0.997002,0.226346,0.516978,-0.346505,0.114507,0.293351,-0.294878,0.246322,0.038701,-0.154378,0.164427,-0.005035,0.005012,0.002180,0.021492,0.005796,0.054477,0.003954,0.123866,0.000961,0.003601,0.006193,0.008400,0.002976,0.048209,0.040034,0.002997,0.237581,0.036459,0.024030,0.286239,0.007792,0.095447,1.745039,0.627161,0.453711,0.478338,0.268933,0.310041,0.287401,0.241907,0.262076,0.264347,0.221095,0.219521,0.214923,0.008458,0.004276,0.024811,0.011661,0.048923,0.007425,0.127590,0.001673,0.006114,0.008691,0.011535,0.005116,0.026559,240.000000,0.120342,Low-Volume
0.071651,0.000729,3.076302,0.230349,0.233960,0.614010,0.009530,0.123143,-33.251642,1.003289,0.233978,0.536659,-0.333471,0.130643,0.299030,-0.298182,0.255893,0.057470,-0.145533,0.162020,-0.016103,0.005556,0.002085,0.023339,0.005234,0.058259,0.003551,0.121536,0.001233,0.003328,0.006286,0.008618,0.003376,0.048892,0.037168,0.001184,0.224067,0.034109,0.024708,0.261246,0.007636,0.093031,1.732911,0.591138,0.446860,0.462451,0.246410,0.292835,0.272694,0.235574,0.278603,0.253188,0.233726,0.217937,0.209434,0.008904,0.004063,0.026786,0.010265,0.051318,0.006855,0.125338,0.002641,0.005636,0.009039,0.011021,0.006677,0.025745,200.000000,0.097941,Low-Volume
0.112796,0.001337,3.050928,0.243070,0.241140,0.727354,0.007412,0.180333,-32.531912,0.885648,0.270481,0.598022,-0.404317,0.197079,0.275983,-0.336531,0.336909,0.008235,-0.136993,0.214744,-0.046910,0.005377,0.002356,0.021298,0.003285,0.064198,0.003964,0.094161,0.000743,0.003292,0.006183,0.007507,0.002941,0.041008,0.046222,0.001989,0.226661,0.032787,0.019987,0.287893,0.006105,0.099285,1.392870,0.542187,0.385752,0.413745,0.229354,0.275689,0.269073,0.224169,0.250296,0.238664,0.222321,0.209239,0.208441,0.008758,0.004710,0.024743,0.005986,0.037268,0.008186,0.104644,0.001101,0.004768,0.007449,0.008989,0.004843,0.020940,300.000000,0.107591,Low-Volume
0.095659,0.001927,3.005521,0.223407,0.220819,0.720495,0.008054,0.172553,-31.680851,0.985763,0.264091,0.322906,-0.343342,0.212860,0.109582,-0.218842,0.335436,-0.111541,-0.043606,0.120332,-0.066812,0.006660,0.003869,0.023879,0.005323,0.053605,0.004984,0.080358,0.001231,0.004598,0.008843,0.009122,0.003919,0.036958,0.046697,0.002927,0.279265,0.044041,0.032838,0.329472,0.005845,0.098544,2.157496,0.660360,0.542981,0.565661,0.307584,0.357828,0.295957,0.290070,0.278075,0.262718,0.252987,0.245608,0.220835,0.011139,0.007359,0.030226,0.009795,0.039630,0.010015,0.098440,0.002326,0.008731,0.012812,0.011611,0.006482,0.021519,200.000000,0.117411,Low-Volume
0.119248,0.000777,3.043218,0.242851,0.235875,0.767514,0.007319,0.189263,-33.594358,0.845660,0.277394,0.535126,-0.410979,0.281449,0.160263,-0.273053,0.394235,-0.114045,-0.044511,0.175873,-0.089089,0.004828,0.002706,0.022422,0.003829,0.060923,0.003424,0.085590,0.000766,0.003349,0.005827,0.007931,0.003703,0.038129,0.051294,0.001324,0.239302,0.035825,0.024017,0.310780,0.005960,0.099072,1.566199,0.553851,0.418148,0.418908,0.266351,0.294676,0.254105,0.238989,0.236177,0.238016,0.228126,0.216133,0.203923,0.007736,0.004986,0.026278,0.007135,0.037353,0.007137,0.101868,0.001324,0.005633,0.008565,0.009458,0.006119,0.020933,300.000000,0.091515,Low-Volume
0.093691,0.001053,3.017176,0.228946,0.226297,0.684513,0.008902,0.151667,-32.676854,0.982369,0.251368,0.453379,-0.362197,0.163838,0.229258,-0.255889,0.283546,-0.018631,-0.101194,0.159102,-0.018728,0.004888,0.003089,0.021454,0.004218,0.052691,0.004381,0.109756,0.001271,0.004192,0.007716,0.008116,0.003145,0.043193,0.050825,0.001778,0.264609,0.041204,0.030010,0.317096,0.006706,0.102545,1.941792,0.644782,0.487099,0.533344,0.305868,0.319162,0.295699,0.268818,0.266309,0.271815,0.236564,0.219587,0.217981,0.008513,0.006524,0.024052,0.007762,0.043785,0.009035,0.118056,0.002648,0.007356,0.011585,0.010247,0.005470,0.024873,200.000000,0.123575,Low-Volume
0.065167,0.000905,3.111525,0.238931,0.241543,0.601703,0.009975,0.119262,-32.942217,0.912864,0.240905,0.660138,-0.367149,0.164987,0.348592,-0.314356,0.287610,0.066435,-0.165953,0.195694,-0.008259,0.003745,0.002166,0.022745,0.002752,0.063527,0.002820,0.134950,0.000834,0.002660,0.004463,0.005912,0.002181,0.052185,0.032188,0.001456,0.164751,0.028656,0.021002,0.240597,0.008434,0.091165,1.377410,0.538354,0.367996,0.400286,0.232872,0.284566,0.252081,0.203577,0.244062,0.256651,0.191757,0.217904,0.205162,0.006383,0.004398,0.025025,0.005035,0.053633,0.005747,0.136200,0.001509,0.003685,0.005999,0.006948,0.004189,0.026894,300.000000,0.104420,Low-Volume
0.075540,0.001414,3.052732,0.229525,0.230887,0.627881,0.009250,0.129399,-32.352356,0.920618,0.237625,0.524473,-0.358266,0.197369,0.233720,-0.273126,0.319927,-0.024968,-0.098800,0.163154,-0.035832,0.005417,0.002951,0.020981,0.003785,0.058090,0.003823,0.115960,0.000968,0.003252,0.005700,0.007556,0.003958,0.046340,0.038522,0.002364,0.217337,0.035430,0.025972,0.267556,0.007058,0.093711,1.736753,0.638844,0.462544,0.476575,0.277048,0.300440,0.286472,0.235234,0.253407,0.260054,0.235868,0.219084,0.212125,0.008672,0.005406,0.023684,0.006649,0.047608,0.007160,0.124787,0.001755,0.005456,0.008253,0.009246,0.007350,0.025364,240.000000,0.119785,Low-Volume
0.089885,0.000571,3.032360,0.228286,0.229749,0.655907,0.008417,0.148666,-33.424558,0.998203,0.248201,0.451362,-0.373772,0.112521,0.270141,-0.304080,0.268049,0.013044,-0.138308,0.162789,0.000973,0.005400,0.002567,0.022181,0.004733,0.056029,0.005322,0.109784,0.000968,0.003899,0.007087,0.008390,0.003811,0.044374,0.043239,0.000871,0.248234,0.038074,0.028341,0.281456,0.006449,0.097724,1.800646,0.628707,0.468719,0.551943,0.277348,0.327831,0.298515,0.254572,0.271987,0.271464,0.232215,0.225407,0.212943,0.009586,0.004831,0.026131,0.008641,0.044635,0.010568,0.115126,0.001677,0.006859,0.010037,0.011115,0.007104,0.024035,240.000000,0.106195,Low-Volume
0.091064,0.003147,3.021545,0.229251,0.231481,0.687459,0.007885,0.165596,-30.887257,1.043944,0.231770,0.462149,-0.364708,0.141650,0.269985,-0.249055,0.285470,0.000711,-0.128327,0.144476,-0.032817,0.006350,0.003503,0.024600,0.005068,0.057462,0.003665,0.093007,0.001000,0.004112,0.008054,0.008426,0.003453,0.040110,0.038729,0.005493,0.272494,0.036064,0.027619,0.293227,0.005913,0.095551,1.721247,0.595689,0.462666,0.503314,0.277444,0.317953,0.280022,0.255835,0.255995,0.257327,0.230017,0.231568,0.216965,0.010301,0.006441,0.027785,0.009084,0.039666,0.006614,0.103450,0.001651,0.007269,0.010297,0.009947,0.006029,0.021524,240.000000,0.124075,Low-Volume
0.093343,0.001893,2.993961,0.219826,0.219995,0.684189,0.008787,0.153873,-31.394085,1.085990,0.242349,0.351444,-0.321034,0.065641,0.221616,-0.229607,0.247091,0.027747,-0.112399,0.101171,-0.009940,0.007962,0.003830,0.022920,0.005096,0.047797,0.004481,0.094883,0.001314,0.005855,0.009789,0.010486,0.004652,0.039734,0.048827,0.002912,0.290460,0.043472,0.031912,0.338931,0.006700,0.103377,2.089607,0.698963,0.566237,0.568950,0.311709,0.337841,0.310945,0.264866,0.277317,0.269687,0.248190,0.251228,0.233456,0.014447,0.007544,0.026245,0.009425,0.041246,0.008726,0.105305,0.002366,0.009996,0.013156,0.013895,0.008531,0.023068,200.000000,0.107461,Low-Volume
0.095085,0.005070,3.040573,0.226367,0.226231,0.715626,0.008002,0.175148,-29.997358,1.029204,0.288912,0.317190,-0.371871,0.135436,0.189688,-0.245401,0.307282,-0.032618,-0.084262,0.111020,-0.060176,0.008854,0.004167,0.022265,0.005402,0.057632,0.004337,0.073791,0.000877,0.004251,0.008933,0.009606,0.005660,0.036494,0.041316,0.007701,0.241911,0.037537,0.024833,0.316777,0.006478,0.096066,1.710718,0.668481,0.452618,0.498445,0.287947,0.306373,0.284982,0.265872,0.254351,0.271137,0.252369,0.240700,0.229405,0.015061,0.007967,0.027433,0.010183,0.035019,0.008318,0.094855,0.001506,0.007133,0.011260,0.011833,0.008821,0.019574,300.000000,0.136519,Low-Volume
